product_id,product_name,category,sub_category,brand,price,cost,created_at,color
1194,TailTreats Natural Freeze-Dried Raw Meal,Pet Supplies,Food,TailTreats,42.72,23.77,2025-07-13 23:33:16,
1195,HomeEssentials Premium Air Fryer Oven,Home & Garden,Kitchen,HomeEssentials,266.62,160.63,2024-10-25 23:33:16,Blue
1196,FurryFriends Ergonomic Adjustable Harness,Pet Supplies,Accessories,FurryFriends,28.46,14.34,2024-09-04 23:33:16,Navy
1197,SmartTech Pro Multi-Tool Set,Home & Garden,Tools,SmartTech,90.27,59.41,2025-05-14 23:33:16,Silver
1198,UrbanWear Premium Trail Shoes,Clothing,Shoes,UrbanWear,163.29,68.65,2024-11-28 23:33:16,Olive
1199,PlayTime Deluxe Fantasy Figure Set,Toys,Action Figures,PlayTime,44.38,20.33,2025-01-13 23:33:16,Green
1200,DigitalEdge Pro Budget Smartphone,Electronics,Phones,DigitalEdge,462.77,286.77,2025-05-07 23:33:16,Red
1201,LifestyleCo Classic Leather Wallet,Clothing,Accessories,LifestyleCo,106.14,51.73,2025-03-07 23:33:16,Navy
1202,RadiantCo Premium Heat Protectant Spray,Health & Beauty,Haircare,RadiantCo,26.43,11.24,2025-08-03 23:33:16,
1203,RadiantCo Luxury Matte Lipstick Set,Health & Beauty,Makeup,RadiantCo,24.1,8.34,2024-09-15 23:33:16,Red
1204,ByteWave Pro Flagship Smartphone,Electronics,Phones,ByteWave,1152.66,832.66,2025-02-25 23:33:16,Purple
1205,FitGear Premium Match Soccer Ball,Sports,Team Sports,FitGear,68.88,49.04,2025-03-05 23:33:16,Red
1206,FunKids Weatherproof Water Blaster Pack,Toys,Outdoor,FunKids,26.5,16.29,2024-11-22 23:33:16,Orange
1207,HomeEssentials Professional Chef Knife Set,Home & Garden,Kitchen,HomeEssentials,246.04,131.9,2025-03-29 23:33:16,Wood Handle
1208,WhiskerWorks Interactive Treat Dispensing Ball,Pet Supplies,Toys,WhiskerWorks,9.11,4.42,2024-10-30 23:33:16,Green
1209,KidJoy Classic Strategy Board Game,Toys,Board Games,KidJoy,44.41,23.88,2025-08-18 23:33:16,Brown
1210,HomeEssentials Designer Framed Canvas Art,Home & Garden,Decor,HomeEssentials,105.16,38.71,2025-04-26 23:33:16,Various Prints
1211,ClassicFit Durable Graphic Tee,Clothing,Kids,ClassicFit,30.18,15.64,2024-09-09 23:33:16,Yellow
1212,KidJoy Collector's Robot Warrior,Toys,Action Figures,KidJoy,36.11,19.03,2024-07-23 23:33:16,Silver
1213,WellnessWorks Complete Plant-Based Protein Powder,Health & Beauty,Supplements,WellnessWorks,41.89,17.54,2024-08-24 23:33:16,
1214,ImaginePlay Ultimate Cooperative Adventure Game,Toys,Board Games,ImaginePlay,36.9,16.93,2024-07-28 23:33:16,Gold
1215,ElectroMax Studio Wireless Earbuds,Electronics,Audio,ElectroMax,237.42,164.98,2025-04-08 23:33:16,Pink
1216,ActiveLife Premium Camping Tent,Sports,Outdoor,ActiveLife,303.39,173.05,2025-07-20 23:33:16,Brown
1217,WhiskerWorks Safe Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,16.49,8.26,2024-06-28 23:33:16,Purple
1218,RadiantCo Organic Nourishing Shampoo,Health & Beauty,Haircare,RadiantCo,20.78,8.63,2024-08-08 23:33:16,
1219,UrbanWear Pro Compression Leggings,Sports,Athletic Wear,UrbanWear,61.69,27.05,2024-12-18 23:33:16,Olive
1220,PageTurner Press Classic Literary Fiction,Books,Fiction,PageTurner Press,26.59,19.47,2025-05-15 23:33:16,
1221,DigitalEdge Smart Budget Smartphone,Electronics,Phones,DigitalEdge,471.05,342.05,2025-01-25 23:33:16,Black
1222,KidJoy Premium Fantasy Figure Set,Toys,Action Figures,KidJoy,57.1,29.05,2025-07-19 23:33:16,Multi-Color
1223,WhiskerWorks Grain-Free High-Protein Cat Kibble,Pet Supplies,Food,WhiskerWorks,19.79,13.46,2024-07-29 23:33:16,
1224,ActiveLife Elite Compression Leggings,Sports,Athletic Wear,ActiveLife,79.77,40.02,2025-05-25 23:33:16,Gray
1225,TechPro Max 5G Smartphone,Electronics,Phones,TechPro,929.16,704.94,2024-10-08 23:33:16,White
1226,FurryFriends Premium No-Pull Leash,Pet Supplies,Accessories,FurryFriends,20.99,8.99,2024-11-14 23:33:16,Pink
1227,PlayTime Adventure Bubble Machine,Toys,Outdoor,PlayTime,20.26,12.22,2025-01-26 23:33:16,Red
1228,ElectroMax Pro Action Camera,Electronics,Cameras,ElectroMax,365.56,277.67,2024-09-26 23:33:16,Orange
1229,KidJoy Collector's Space Explorer Set,Toys,Action Figures,KidJoy,32.19,18.14,2024-10-15 23:33:16,Black
1230,WhiskerWorks Fun Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,18.2,8.91,2025-05-25 23:33:16,Orange
1231,VitalBloom Natural Plant-Based Protein Powder,Health & Beauty,Supplements,VitalBloom,33.36,18.93,2024-10-24 23:33:16,
1232,FunKids Premium Family Trivia Game,Toys,Board Games,FunKids,31.47,13.9,2025-02-12 23:33:16,Yellow
1233,ReadWell Publishing Popular Manga,Books,Comics & Graphic Novels,ReadWell Publishing,11.55,6.19,2025-04-03 23:33:16,
1234,TechPro Pro Kids Tablet,Electronics,Tablets,TechPro,214.58,134.13,2024-11-15 23:33:16,Green
1235,GardenPro Modern Storage Ottoman,Home & Garden,Furniture,GardenPro,89.31,47.2,2024-09-28 23:33:16,Gray
1236,GlowLabs Luxury Matte Lipstick Set,Health & Beauty,Makeup,GlowLabs,16.29,5.16,2025-07-04 23:33:16,Berry
1237,HappyPaws Premium Flea & Tick Treatment,Pet Supplies,Health,HappyPaws,30.34,14.42,2025-01-15 23:33:16,
1238,LifestyleCo Signature Woven Belt,Clothing,Accessories,LifestyleCo,22.26,9.39,2024-10-29 23:33:16,Gray
1239,KidJoy Adventure Water Blaster Pack,Toys,Outdoor,KidJoy,21.45,9.82,2024-12-20 23:33:16,Green
1240,TrendSet Essential Wool Scarf,Clothing,Accessories,TrendSet,47.35,20.04,2024-10-08 23:33:16,Plaid
1241,TechPro Ultra Budget Smartphone,Electronics,Phones,TechPro,216.14,161.22,2025-01-24 23:33:16,Red
1242,ElectroMax Premium Kids Tablet,Electronics,Tablets,ElectroMax,167.26,136.38,2025-08-18 23:33:16,Green
1243,FitGear Elite Match Soccer Ball,Sports,Team Sports,FitGear,35.05,23.74,2024-09-29 23:33:16,White/Black
1244,SportsPro Professional Composite Basketball,Sports,Team Sports,SportsPro,62.53,38.26,2025-08-15 23:33:16,Blue
1245,PageTurner Press New Middle Grade Fiction,Books,Young Reader,PageTurner Press,20.82,14.86,2024-11-19 23:33:16,
1246,FunKids Educational Coding Robot,Toys,Educational,FunKids,62.51,40.84,2025-02-21 23:33:16,Green
1247,RadiantCo Natural Vitamin C Gummies,Health & Beauty,Supplements,RadiantCo,10.4,4.49,2025-04-29 23:33:16,
1248,TrendSet Classic Wool Scarf,Clothing,Accessories,TrendSet,24.76,10.91,2024-09-03 23:33:16,Navy
1249,HomeEssentials Organic Cooling Mattress Topper,Home & Garden,Bedding,HomeEssentials,237.69,128.79,2025-01-25 23:33:16,Beige
1250,HappyPaws Premium Durable Chew Toy,Pet Supplies,Toys,HappyPaws,7.93,3.96,2024-08-16 23:33:16,Yellow
1251,TechPro Fast Smart Home Hub,Electronics,Accessories,TechPro,135.43,79.13,2024-11-08 23:33:16,Black
1252,ByteWave Plus Foldable Phone,Electronics,Phones,ByteWave,1868.3,1136.82,2025-05-27 23:33:16,Gray
1253,ActiveWear Athletic Trail Shoes,Clothing,Shoes,ActiveWear,164.5,91.48,2024-12-16 23:33:16,Olive
1254,CozyHome Modern Framed Canvas Art,Home & Garden,Decor,CozyHome,98.46,32.97,2025-04-20 23:33:16,Vintage
1255,ClassicFit Chic Wool Coat,Clothing,Women,ClassicFit,224.35,106.67,2024-12-05 23:33:16,Navy
1256,StyleCo Designer Wool Scarf,Clothing,Accessories,StyleCo,75.88,33.33,2025-04-21 23:33:16,Burgundy
1257,PowerFit Premium Match Soccer Ball,Sports,Team Sports,PowerFit,32.69,24.28,2024-10-11 23:33:16,Blue
1258,KidJoy Adventure Backyard Playset,Toys,Outdoor,KidJoy,138.68,68.93,2024-08-05 23:33:16,Red
1259,FashionLine Designer Leather Wallet,Clothing,Accessories,FashionLine,113.96,44.97,2025-05-24 23:33:16,Brown
1260,PowerFit Professional Exercise Bike,Sports,Fitness,PowerFit,426.45,215.76,2024-08-10 23:33:16,Black
1261,FunKids Championship Cooperative Adventure Game,Toys,Board Games,FunKids,43.41,22.41,2024-11-28 23:33:16,Gold
1262,TrendSet Luxury Longwear Foundation,Health & Beauty,Makeup,TrendSet,23.24,9.54,2025-04-01 23:33:16,Light
1263,ToyBox Ultra Hero Action Figure,Toys,Action Figures,ToyBox,13.32,7.79,2024-08-23 23:33:16,Blue
1264,FunKids Classic Cooperative Adventure Game,Toys,Board Games,FunKids,36.96,18.16,2024-12-11 23:33:16,Purple
1265,HomeEssentials Designer Decorative Mirror,Home & Garden,Decor,HomeEssentials,229.42,75.22,2024-11-27 23:33:16,Silver
1266,PureBeauty Nourishing Volumizing Conditioner,Health & Beauty,Haircare,PureBeauty,14.25,5.85,2024-11-20 23:33:16,
1267,SmartTech Advanced Air Fryer Oven,Home & Garden,Kitchen,SmartTech,284.75,161.01,2025-02-13 23:33:16,Red
1268,TrendSet Luxury Wool Coat,Clothing,Women,TrendSet,148.17,80.57,2025-03-29 23:33:16,Gray
1269,ActiveWear Elite Lightweight Jacket,Clothing,Men,ActiveWear,64.0,29.94,2025-05-03 23:33:16,Navy
1270,ActiveLife Elite All-Weather Running Jacket,Sports,Athletic Wear,ActiveLife,125.92,59.15,2024-10-04 23:33:16,Navy
1271,ActiveLife Athletic Compression Leggings,Sports,Athletic Wear,ActiveLife,31.02,16.79,2025-09-16 23:33:16,Burgundy
1272,StyleCo Classic Graphic Tee,Clothing,Kids,StyleCo,28.54,15.63,2024-12-06 23:33:16,Green
1273,TailTreats Premium Treat Dispensing Ball,Pet Supplies,Toys,TailTreats,9.04,5.18,2025-05-16 23:33:16,Orange
1274,FunKids Complete Language Learning Game,Toys,Educational,FunKids,22.21,14.74,2025-02-12 23:33:16,Red
1275,PageTurner Press Classic Graphic Memoirs,Books,Comics & Graphic Novels,PageTurner Press,22.17,14.07,2024-11-01 23:33:16,
1276,ImaginePlay Premium Water Blaster Pack,Toys,Outdoor,ImaginePlay,29.89,13.56,2024-12-22 23:33:16,Multi-Color
1277,WellnessWorks Natural Gourmet Popcorn,Food & Beverages,Snacks,WellnessWorks,14.24,8.89,2024-08-29 23:33:16,
1278,ClassicFit Classic Casual Button-Up,Clothing,Men,ClassicFit,91.17,45.86,2025-02-19 23:33:16,White
1279,EduPress Advanced Language Learning Game,Toys,Educational,EduPress,31.18,19.91,2024-08-08 23:33:16,Red
1280,FunKids Championship Cooperative Adventure Game,Toys,Board Games,FunKids,43.41,22.41,2025-05-09 23:33:16,Purple
1281,TechPro Pro USB-C Hub,Electronics,Accessories,TechPro,52.95,36.63,2024-12-15 23:33:16,Silver
1282,LifestyleCo Comfortable Storage Ottoman,Home & Garden,Furniture,LifestyleCo,127.09,77.99,2025-01-05 23:33:16,Cream
1283,PageTurner Press Engaging Middle Grade Fiction,Books,Young Reader,PageTurner Press,20.17,15.86,2025-05-19 23:33:16,
1284,TechPro Studio Vlogging Camera,Electronics,Cameras,TechPro,582.36,462.42,2024-10-26 23:33:16,White
1285,ComfortLiving Luxury Weighted Blanket,Home & Garden,Bedding,ComfortLiving,250.18,109.25,2025-07-23 23:33:16,Cream
1286,ElectroMax Studio Action Camera,Electronics,Cameras,ElectroMax,397.76,283.57,2025-01-28 23:33:16,Yellow
1287,DigitalEdge Elite Bluetooth Speaker,Electronics,Audio,DigitalEdge,95.22,59.74,2025-03-16 23:33:16,Blue
1288,TailTreats Complete Grain-Free Dog Food,Pet Supplies,Food,TailTreats,49.17,33.77,2025-01-14 23:33:16,
1289,ElectroMax Premium 2-in-1 Laptop,Electronics,Laptops,ElectroMax,1793.2,1392.92,2025-06-13 23:33:16,Blue
1290,TrendSet Signature Aviator Sunglasses,Clothing,Accessories,TrendSet,94.94,38.98,2025-08-24 23:33:16,Tortoise
1291,AthleticEdge Performance Trail Shoes,Clothing,Shoes,AthleticEdge,128.49,55.96,2024-08-15 23:33:16,Orange
1292,WhiskerWorks Premium Freeze-Dried Raw Meal,Pet Supplies,Food,WhiskerWorks,68.64,41.49,2024-12-16 23:33:16,
1293,Literary Press Proven Relationship Advice,Books,Self-Help,Literary Press,36.29,20.32,2025-01-19 23:33:16,
1294,ReadWell Publishing New Young Adult Romance,Books,Young Reader,ReadWell Publishing,19.48,14.28,2024-11-15 23:33:16,
1295,ElectroMax Plus Kids Tablet,Electronics,Tablets,ElectroMax,119.26,81.36,2024-10-20 23:33:16,Pink
1296,PlayTime Complete Math Puzzle Set,Toys,Educational,PlayTime,17.71,12.32,2024-11-11 23:33:16,Green
1297,HappyPaws Premium Interactive Puzzle Toy,Pet Supplies,Toys,HappyPaws,23.93,12.1,2025-01-08 23:33:16,Multi-Color
1298,HappyPaws Comfortable Adjustable Harness,Pet Supplies,Accessories,HappyPaws,23.36,10.17,2024-10-22 23:33:16,Pink
1299,FitGear Elite Rowing Machine,Sports,Fitness,FitGear,933.96,601.36,2024-11-07 23:33:16,Silver
1300,Literary Press New Historical Fiction,Books,Fiction,Literary Press,25.87,17.79,2025-01-29 23:33:16,
1301,RadiantCo Luxury Longwear Foundation,Health & Beauty,Makeup,RadiantCo,31.2,8.39,2024-11-27 23:33:16,Tan
1302,UrbanWear Athletic Leather Boots,Clothing,Shoes,UrbanWear,104.42,49.06,2024-10-26 23:33:16,Gray
1303,AthleticEdge Premium All-Weather Running Jacket,Sports,Athletic Wear,AthleticEdge,86.32,51.48,2024-09-01 23:33:16,Blue
1304,ActiveWear Modern Performance Polo,Clothing,Men,ActiveWear,64.9,27.98,2025-06-02 23:33:16,Black
1305,FurryFriends Durable Treat Dispensing Ball,Pet Supplies,Toys,FurryFriends,14.97,7.48,2024-09-25 23:33:16,Blue
1306,HappyPaws Premium Memory Foam Pet Bed,Pet Supplies,Accessories,HappyPaws,85.67,38.34,2025-01-28 23:33:16,Beige
1307,HomeEssentials Organic All-Season Comforter,Home & Garden,Bedding,HomeEssentials,117.52,63.05,2025-02-09 23:33:16,Sage
1308,ReadWell Publishing Engaging Picture Books,Books,Children's,ReadWell Publishing,12.5,8.2,2025-02-06 23:33:16,
1309,LifestyleCo Classic Aviator Sunglasses,Clothing,Accessories,LifestyleCo,86.46,31.17,2024-10-30 23:33:16,Black
1310,CozyHome Modern Decorative Mirror,Home & Garden,Decor,CozyHome,76.5,33.8,2025-04-05 23:33:16,Silver
1311,CozyHome Premium Cooling Mattress Topper,Home & Garden,Bedding,CozyHome,81.32,35.21,2024-08-16 23:33:16,Ivory
1312,FurryFriends Interactive Interactive Puzzle Toy,Pet Supplies,Toys,FurryFriends,11.94,4.83,2024-11-12 23:33:16,Yellow
1313,UrbanWear Advanced Canvas Slip-Ons,Clothing,Shoes,UrbanWear,64.24,31.4,2025-10-29 23:33:16,Red
1314,WellnessWorks Premium Protein Snack Bar,Food & Beverages,Snacks,WellnessWorks,12.7,9.01,2025-02-21 23:33:16,
1315,FunKids Fun Water Blaster Pack,Toys,Outdoor,FunKids,40.31,20.29,2024-09-10 23:33:16,Multi-Color
1316,ReadWell Publishing New Science Fiction,Books,Fiction,ReadWell Publishing,34.39,20.66,2025-03-06 23:33:16,
1317,ActiveLife Rugged Hiking Backpack,Sports,Outdoor,ActiveLife,44.69,27.84,2025-07-25 23:33:16,Gray
1318,StyleCo Classic Lightweight Jacket,Clothing,Men,StyleCo,68.98,28.36,2025-02-01 23:33:16,Navy
1319,KidJoy Ultimate Card Battle Set,Toys,Board Games,KidJoy,10.88,5.65,2025-05-08 23:33:16,Black
1320,FunKids Adventure Bubble Machine,Toys,Outdoor,FunKids,28.59,13.39,2024-07-15 23:33:16,Yellow
1321,DigitalEdge Studio Noise Cancelling Headphones,Electronics,Audio,DigitalEdge,250.5,184.07,2024-08-22 23:33:16,Red
1322,HomeEssentials Vintage Ceramic Planter,Home & Garden,Decor,HomeEssentials,33.62,13.58,2024-08-25 23:33:16,White
1323,ToyBox Pro Language Learning Game,Toys,Educational,ToyBox,35.33,19.48,2024-12-22 23:33:16,Red
1324,ByteWave Plus Budget Smartphone,Electronics,Phones,ByteWave,290.06,212.16,2024-11-14 23:33:16,White
1325,CozyHome Luxury Organic Sheet Set,Home & Garden,Bedding,CozyHome,84.33,49.18,2025-08-05 23:33:16,Navy
1326,ActiveWear Modern Lightweight Jacket,Clothing,Men,ActiveWear,108.32,53.64,2024-12-21 23:33:16,Olive
1327,HomeTech Premium Electric Pressure Washer,Home & Garden,Tools,HomeTech,331.86,200.24,2025-05-13 23:33:16,Red
1328,HomeEssentials Smart Multi-Tool Set,Home & Garden,Tools,HomeEssentials,126.64,83.44,2025-05-08 23:33:16,Black
1329,GardenPro Vintage Framed Canvas Art,Home & Garden,Decor,GardenPro,118.03,40.79,2024-10-29 23:33:16,Vintage
1330,ClassicFit Signature High-Rise Leggings,Clothing,Women,ClassicFit,31.23,13.05,2025-02-19 23:33:16,Navy
1331,PetNest Safe Treat Dispensing Ball,Pet Supplies,Toys,PetNest,13.13,5.55,2025-07-08 23:33:16,Orange
1332,ActiveWear Elite Lightweight Jacket,Clothing,Men,ActiveWear,64.0,29.94,2025-02-02 23:33:16,Olive
1333,FurryFriends Comfortable Travel Pet Carrier,Pet Supplies,Accessories,FurryFriends,73.52,34.86,2025-05-05 23:33:16,Pink
1334,FitGear Professional Exercise Bike,Sports,Fitness,FitGear,647.16,427.28,2024-08-19 23:33:16,Blue
1335,GlowLabs Luxury Matte Lipstick Set,Health & Beauty,Makeup,GlowLabs,16.29,5.16,2024-09-18 23:33:16,Burgundy
1336,TailTreats Comfortable Travel Pet Carrier,Pet Supplies,Accessories,TailTreats,63.64,25.78,2024-09-04 23:33:16,Red
1337,TechPro Elite Flagship Smartphone,Electronics,Phones,TechPro,1145.28,876.09,2025-02-09 23:33:16,Silver
1338,HomeEssentials Premium Weighted Blanket,Home & Garden,Bedding,HomeEssentials,269.34,127.73,2025-01-13 23:33:16,Navy
1339,FashionLine Comfortable Play Shorts,Clothing,Kids,FashionLine,22.13,11.28,2025-01-12 23:33:16,Khaki
1340,PureBeauty Matte Matte Lipstick Set,Health & Beauty,Makeup,PureBeauty,16.09,6.22,2024-12-16 23:33:16,Red
1341,ClassicFit Modern Lightweight Jacket,Clothing,Men,ClassicFit,105.04,58.75,2024-09-30 23:33:16,Olive
1342,BookHouse Fun Activity Books,Books,Children's,BookHouse,19.0,10.65,2025-02-16 23:33:16,
1343,LifestyleCo Vintage Ceramic Planter,Home & Garden,Decor,LifestyleCo,68.48,27.63,2024-09-08 23:33:16,Blue
1344,LifestyleCo Luxury Ergonomic Desk Chair,Home & Garden,Furniture,LifestyleCo,266.06,171.02,2024-11-06 23:33:16,Navy
1345,AthleticEdge Premium Trail Shoes,Clothing,Shoes,AthleticEdge,82.72,41.46,2025-08-16 23:33:16,Olive
1346,PlayTime Advanced Math Puzzle Set,Toys,Educational,PlayTime,18.28,11.43,2024-12-11 23:33:16,Multi-Color
1347,HappyPaws Engaging Interactive Puzzle Toy,Pet Supplies,Toys,HappyPaws,15.28,6.4,2024-08-18 23:33:16,Red
1348,SportsPro Pro Adjustable Dumbbell Set,Sports,Fitness,SportsPro,174.96,104.11,2025-01-25 23:33:16,Red
1349,ElectroMax Pro Ultrabook,Electronics,Laptops,ElectroMax,1141.21,871.02,2025-03-15 23:33:16,Black
1350,StyleCo Classic Rain Jacket,Clothing,Kids,StyleCo,70.1,37.9,2025-04-13 23:33:16,Blue
1351,TechPro Premium E-Reader Tablet,Electronics,Tablets,TechPro,228.42,173.5,2024-08-05 23:33:16,Gray
1352,HomeEssentials Classic Ergonomic Desk Chair,Home & Garden,Furniture,HomeEssentials,228.77,132.69,2024-11-25 23:33:16,Navy
1353,SportsPro Premium Hiking Backpack,Sports,Outdoor,SportsPro,42.67,25.19,2024-07-05 23:33:16,Black
1354,WhiskerWorks Fun Interactive Puzzle Toy,Pet Supplies,Toys,WhiskerWorks,13.06,6.43,2024-11-01 23:33:16,Multi-Color
1355,GardenPro Premium Chef Knife Set,Home & Garden,Kitchen,GardenPro,169.49,106.72,2024-08-20 23:33:16,Wood Handle
1356,SmartTech Premium Chef Knife Set,Home & Garden,Kitchen,SmartTech,55.1,28.57,2024-09-17 23:33:16,Black Handle
1357,LifestyleCo Modern Decorative Mirror,Home & Garden,Decor,LifestyleCo,342.2,117.38,2024-11-28 23:33:16,Brass
1358,GlowLabs Luxury Eau de Parfum,Health & Beauty,Fragrances,GlowLabs,57.53,20.43,2025-03-15 23:33:16,
1359,PureLiving Modern Sectional Sofa,Home & Garden,Furniture,PureLiving,1295.62,816.78,2025-02-25 23:33:16,Black
1360,HappyPaws Premium Omega Supplement,Pet Supplies,Health,HappyPaws,20.29,10.26,2024-11-23 23:33:16,
1361,SportsPro Premium Adjustable Dumbbell Set,Sports,Fitness,SportsPro,118.61,80.3,2025-01-17 23:33:16,Silver
1362,EduPress Advanced Math Puzzle Set,Toys,Educational,EduPress,34.17,17.73,2025-08-05 23:33:16,Multi-Color
1363,PlayTime Durable Water Blaster Pack,Toys,Outdoor,PlayTime,38.98,25.24,2025-04-13 23:33:16,Blue
1364,HappyPaws Comfortable Adjustable Harness,Pet Supplies,Accessories,HappyPaws,23.36,10.17,2025-07-04 23:33:16,Red
1365,GardenPro Premium Framed Canvas Art,Home & Garden,Decor,GardenPro,73.55,29.37,2024-10-08 23:33:16,Abstract
1366,HappyPaws Safe Travel Pet Carrier,Pet Supplies,Accessories,HappyPaws,68.64,38.62,2024-08-07 23:33:16,Pink
1367,DigitalEdge Pro Noise Cancelling Headphones,Electronics,Audio,DigitalEdge,382.73,217.69,2025-07-25 23:33:16,Blue
1368,FitGear Premium Carbon Fiber Hockey Stick,Sports,Team Sports,FitGear,109.68,63.41,2025-02-01 23:33:16,Red
1369,ActiveWear Premium Lightweight Jacket,Clothing,Men,ActiveWear,60.26,24.57,2025-04-22 23:33:16,Navy
1370,GlowLabs Premium Longwear Foundation,Health & Beauty,Makeup,GlowLabs,21.46,6.42,2024-12-28 23:33:16,Deep
1371,AthleticEdge Advanced Leather Boots,Clothing,Shoes,AthleticEdge,82.62,38.8,2024-11-11 23:33:16,Brown
1372,ElectroMax Pro Bluetooth Speaker,Electronics,Audio,ElectroMax,94.18,63.29,2024-12-04 23:33:16,Blue
1373,ActiveWear Classic Performance Polo,Clothing,Men,ActiveWear,81.42,40.12,2024-12-13 23:33:16,White
1374,RadiantCo Premium Eyeshadow Palette,Health & Beauty,Makeup,RadiantCo,43.66,13.87,2025-02-26 23:33:16,Warm
1375,WhiskerWorks Safe Travel Pet Carrier,Pet Supplies,Accessories,WhiskerWorks,46.1,25.61,2024-08-04 23:33:16,Gray
1376,FurryFriends Premium Interactive Puzzle Toy,Pet Supplies,Toys,FurryFriends,22.77,9.6,2024-11-22 23:33:16,Green
1377,FurryFriends Professional Joint Support Chews,Pet Supplies,Health,FurryFriends,26.75,15.8,2025-06-04 23:33:16,
1378,GardenPro Professional Chef Knife Set,Home & Garden,Kitchen,GardenPro,288.6,157.02,2024-11-26 23:33:16,Wood Handle
1379,TailTreats Durable Travel Pet Carrier,Pet Supplies,Accessories,TailTreats,36.35,20.05,2024-06-29 23:33:16,Navy
1380,StyleCo Luxury Silk Blouse,Clothing,Women,StyleCo,127.13,62.85,2024-10-27 23:33:16,Ivory
1381,PowerFit Elite Carbon Fiber Hockey Stick,Sports,Team Sports,PowerFit,152.88,107.72,2025-01-02 23:33:16,Blue
1382,TrendSet Luxury Longwear Foundation,Health & Beauty,Makeup,TrendSet,23.24,9.54,2025-01-27 23:33:16,Deep
1383,PlayTime Deluxe Hero Action Figure,Toys,Action Figures,PlayTime,12.23,5.92,2025-01-29 23:33:16,Yellow
1384,FurryFriends Safe Treat Dispensing Ball,Pet Supplies,Toys,FurryFriends,11.59,6.95,2025-07-03 23:33:16,Red
1385,TrendSet Premium Mineral Sunscreen,Health & Beauty,Skincare,TrendSet,33.0,10.39,2024-11-09 23:33:16,
1386,EduToys STEM Coding Robot,Toys,Educational,EduToys,42.81,24.6,2024-12-30 23:33:16,Purple
1387,CozyHome Organic All-Season Comforter,Home & Garden,Bedding,CozyHome,156.93,81.13,2025-03-26 23:33:16,Cream
1388,EduToys Advanced Coding Robot,Toys,Educational,EduToys,30.18,18.71,2024-12-03 23:33:16,Yellow
1389,TrendSet Chic High-Rise Leggings,Clothing,Women,TrendSet,67.98,23.94,2024-10-21 23:33:16,Charcoal
1390,PureLiving Comfortable Organic Sheet Set,Home & Garden,Bedding,PureLiving,72.4,41.53,2025-01-06 23:33:16,White
1391,ByteWave Air Pro Tablet,Electronics,Tablets,ByteWave,1194.08,748.9,2024-12-05 23:33:16,Space Gray
1392,PureBeauty Complete Plant-Based Protein Powder,Health & Beauty,Supplements,PureBeauty,46.0,24.64,2024-08-02 23:33:16,
1393,TrendSet Designer Wrap Dress,Clothing,Women,TrendSet,48.33,18.62,2025-06-06 23:33:16,Black
1394,FurryFriends Professional Memory Foam Pet Bed,Pet Supplies,Accessories,FurryFriends,95.88,45.04,2024-10-27 23:33:16,Cream
1395,GardenPro Comfortable Sectional Sofa,Home & Garden,Furniture,GardenPro,2366.08,1366.41,2025-05-24 23:33:16,Brown
1396,PowerFit Performance Rowing Machine,Sports,Fitness,PowerFit,1046.64,575.25,2024-09-07 23:33:16,Blue
1397,ToyBox Pro Coding Robot,Toys,Educational,ToyBox,39.99,23.83,2025-02-21 23:33:16,Yellow
1398,ImaginePlay Adventure Water Blaster Pack,Toys,Outdoor,ImaginePlay,40.33,25.6,2024-10-17 23:33:16,Orange
1399,HomeEssentials Classic Storage Ottoman,Home & Garden,Furniture,HomeEssentials,313.71,157.21,2025-03-01 23:33:16,Navy
1400,ElectroMax Elite Pro Tablet,Electronics,Tablets,ElectroMax,1667.68,1246.86,2025-02-26 23:33:16,Silver
1401,ElectroMax Premium Noise Cancelling Headphones,Electronics,Audio,ElectroMax,189.96,123.2,2025-02-17 23:33:16,Blue
1402,ActiveLife Pro Compression Leggings,Sports,Athletic Wear,ActiveLife,63.2,35.26,2025-01-17 23:33:16,Black
1403,KidJoy Family Strategy Board Game,Toys,Board Games,KidJoy,53.1,29.4,2025-06-17 23:33:16,Green
1404,GlowLabs Matte Eyeshadow Palette,Health & Beauty,Makeup,GlowLabs,34.96,13.88,2024-10-28 23:33:16,Warm
1405,PureLiving Modern Extendable Dining Table,Home & Garden,Furniture,PureLiving,902.07,461.55,2025-03-08 23:33:16,Oak
1406,FurryFriends Engaging Durable Chew Toy,Pet Supplies,Toys,FurryFriends,19.55,10.49,2024-12-19 23:33:16,Purple
1407,FurryFriends Professional Travel Pet Carrier,Pet Supplies,Accessories,FurryFriends,30.3,12.27,2025-02-04 23:33:16,Black
1408,ActiveLife Performance Exercise Bike,Sports,Fitness,ActiveLife,709.6,363.3,2024-10-04 23:33:16,Blue
1409,TailTreats Healthy High-Protein Cat Kibble,Pet Supplies,Food,TailTreats,26.87,16.99,2025-04-18 23:33:16,
1410,UrbanWear Premium Breathable Training Tee,Sports,Athletic Wear,UrbanWear,38.56,22.27,2024-11-24 23:33:16,Navy
1411,KidJoy Super Space Explorer Set,Toys,Action Figures,KidJoy,43.91,26.97,2025-01-18 23:33:16,Black
1412,RadiantCo Premium Curl Defining Cream,Health & Beauty,Haircare,RadiantCo,22.77,10.06,2025-09-20 23:33:16,
